*------------------------------------*
NEWD!P!0!templateshirt.JPG!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(41.442863, 4.0, -3.4252815)
NEWD!A!1!shirtyellowbob.jpg!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(5.1782646, 4.0, -2.4962654)
NEWD!A!2!shirtyellowcarl.jpg!skinCarl.jpg!shortsblue.jpg!shoesgreen.jpg!Carl.jpg!(-18.152615, 4.0, 1.1153564)
NEWD!A!3!shirtyellowalan.jpg!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(-7.595375, 4.0, -19.452581)
NEWD!A!4!templateshirt.JPG!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(30.006912, 4.0, -25.468725)
0$B(0.0, -4.1499996, 0.0)$0P$(41.442863, 4.0, -3.4252815)$270.0$0$0$1A$(5.1782646, 4.0, -2.4962654)$91.46747$0$1$2A$(-18.152615, 4.0, 1.1153564)$94.69237$0$1$3A$(-7.595375, 4.0, -19.452581)$72.23628$0$0$4A$(30.006912, 4.0, -25.468725)$281.0584$0$1$
NEWD!N!5!templateshirt.JPG!skin1.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(22.941164, 5.0, -6.5546837)
1$B(41.5786, 3.0354393, -4.950614)$0P$(41.448154, 4.0784693, -3.4252815)$270.0$0$0$1A$(5.2219877, 4.0155735, -2.4988227)$91.46747$0$1$2A$(-18.114998, 4.0156097, 1.0930154)$104.69237$0$1$3A$(-7.595378, 4.0156164, -19.45258)$82.23628$0$0$4A$(29.940952, 3.997275, -25.45905)$291.0584$0$1$5N$(22.941164, 5.0, -6.5546837)$0.0$leftShoulderJoint:(0.0, 0.0, 0.0, 1.0);leftElbowJoint:(0.0, 0.0, 0.0, 1.0);rightShoulderJoint:(0.0, 0.0, 0.0, 1.0);rightElbowJoint:(0.0, 0.0, 0.0, 1.0);$0$
1481$B(41.583897, 3.114642, -4.950614)$0P$(41.44816, 4.0786934, -3.4252815)$270.0$0$0$1A$(31.73248, 4.076, -4.0502763)$91.46747$0$1$2A$(7.452214, 4.0631137, -5.9246063)$90.14562$0$1$3A$(14.659745, 4.0678563, -11.007798)$48.306896$0$1$4A$(16.196583, 4.0780973, -4.336167)$327.95862$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03202539, 0.82798445, -0.5594807, 0.019937947);leftElbowJoint:(0.54666555, 0.32362738, -0.031704895, 0.77163273);rightShoulderJoint:(-0.03730873, 0.94285965, 0.28074312, -0.17551914);rightElbowJoint:(-0.079857916, 0.31700677, 0.0058862926, 0.94503695);$0$
1482$B(41.583897, 3.1141326, -4.950614)$0P$(41.44816, 4.0786934, -3.4252815)$270.0$0$0$1A$(31.73248, 4.076, -4.0502763)$91.46747$0$1$2A$(7.452214, 4.0631137, -5.9246063)$90.14562$0$1$3A$(14.659745, 4.0678563, -11.007798)$48.306896$0$1$4A$(16.196583, 4.0780973, -4.336167)$329.20837$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03202539, 0.82798445, -0.5594807, 0.019937947);leftElbowJoint:(0.54666555, 0.32362738, -0.031704895, 0.77163273);rightShoulderJoint:(-0.03730873, 0.94285965, 0.28074312, -0.17551914);rightElbowJoint:(-0.079857916, 0.31700677, 0.0058862926, 0.94503695);$0$
1483$B(41.583897, 3.1141326, -4.950614)$0P$(41.44816, 4.0786934, -3.4252815)$270.0$0$0$1A$(31.73248, 4.076, -4.0502763)$91.46747$0$1$2A$(7.452214, 4.0631137, -5.9246063)$90.14562$0$1$3A$(14.659745, 4.0678563, -11.007798)$48.306896$0$1$4A$(16.196583, 4.0780973, -4.336167)$329.20837$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03202539, 0.82798445, -0.5594807, 0.019937947);leftElbowJoint:(0.54666555, 0.32362738, -0.031704895, 0.77163273);rightShoulderJoint:(-0.03730873, 0.94285965, 0.28074312, -0.17551914);rightElbowJoint:(-0.079857916, 0.31700677, 0.0058862926, 0.94503695);$0$
1484$B(41.583897, 3.1141326, -4.950614)$0P$(41.44816, 4.0787163, -3.4252815)$270.0$0$0$1A$(31.795406, 4.0762, -4.053954)$91.46747$0$1$2A$(7.5187454, 4.0603886, -5.9203634)$90.14562$0$1$3A$(14.70583, 4.065131, -10.959625)$48.306896$0$1$4A$(16.166927, 4.079406, -4.2823987)$329.20837$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03202539, 0.82798445, -0.5594807, 0.019937947);leftElbowJoint:(0.54666555, 0.32362738, -0.031704895, 0.77163273);rightShoulderJoint:(-0.03730873, 0.94285965, 0.28074312, -0.17551914);rightElbowJoint:(-0.079857916, 0.31700677, 0.0058862926, 0.94503695);$0$
1485$B(41.583897, 3.1141555, -4.950614)$0P$(41.44816, 4.0787163, -3.4252815)$270.0$0$0$1A$(31.795406, 4.0762, -4.053954)$91.46747$0$1$2A$(7.5187454, 4.0603886, -5.9203634)$90.14562$0$1$3A$(14.70583, 4.065131, -10.959625)$48.306896$0$1$4A$(16.166927, 4.079406, -4.2823987)$330.45837$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03202539, 0.82798445, -0.5594807, 0.019937947);leftElbowJoint:(0.54666555, 0.32362738, -0.031704895, 0.77163273);rightShoulderJoint:(-0.03730873, 0.94285965, 0.28074312, -0.17551914);rightElbowJoint:(-0.079857916, 0.31700677, 0.0058862926, 0.94503695);$0$
1486$B(41.583897, 3.1141555, -4.950614)$0P$(41.44816, 4.0791535, -3.4252815)$270.0$0$0$1A$(31.858414, 4.0763373, -4.0576344)$91.46747$0$1$2A$(7.577342, 4.063966, -5.915883)$88.8907$0$1$3A$(14.7473135, 4.0677333, -10.916264)$48.306896$0$1$4A$(16.158468, 4.0766807, -4.216271)$330.45837$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03202539, 0.82798445, -0.5594807, 0.019937947);leftElbowJoint:(0.54666555, 0.32362738, -0.031704895, 0.77163273);rightShoulderJoint:(-0.03730873, 0.94285965, 0.28074312, -0.17551914);rightElbowJoint:(-0.079857916, 0.31700677, 0.0058862926, 0.94503695);$0$
1487$B(41.583897, 3.1145928, -4.950614)$0P$(41.44816, 4.0791535, -3.4252815)$270.0$0$0$1A$(31.858414, 4.0763373, -4.0576344)$91.46747$0$1$2A$(7.577342, 4.063966, -5.915883)$88.8907$0$1$3A$(14.7473135, 4.0677333, -10.916264)$48.306896$0$1$4A$(16.158468, 4.0766807, -4.216271)$331.71442$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03202539, 0.82798445, -0.5594807, 0.019937947);leftElbowJoint:(0.54666555, 0.32362738, -0.031704895, 0.77163273);rightShoulderJoint:(-0.03730873, 0.94285965, 0.28074312, -0.17551914);rightElbowJoint:(-0.079857916, 0.31700677, 0.0058862926, 0.94503695);$0$
1488$B(41.583897, 3.1145928, -4.950614)$0P$(41.44816, 4.0791535, -3.4252815)$270.0$0$0$1A$(31.858414, 4.0763373, -4.0576344)$91.46747$0$1$2A$(7.577342, 4.063966, -5.915883)$88.8907$0$1$3A$(14.7473135, 4.0677333, -10.916264)$48.306896$0$1$4A$(16.158468, 4.0766807, -4.216271)$332.96304$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03202539, 0.82798445, -0.5594807, 0.019937947);leftElbowJoint:(0.54666555, 0.32362738, -0.031704895, 0.77163273);rightShoulderJoint:(-0.03730873, 0.94285965, 0.28074312, -0.17551914);rightElbowJoint:(-0.079857916, 0.31700677, 0.0058862926, 0.94503695);$0$
1489$B(41.583897, 3.1145928, -4.950614)$0P$(41.44816, 4.0792027, -3.4252815)$270.0$0$0$1A$(31.921482, 4.0764275, -4.061317)$91.46747$0$1$2A$(7.643728, 4.0612407, -5.909767)$87.637146$0$1$3A$(14.793398, 4.065008, -10.868091)$48.306896$0$1$4A$(16.161514, 4.0768547, -4.1532865)$331.7095$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03202539, 0.82798445, -0.5594807, 0.019937947);leftElbowJoint:(0.54666555, 0.32362738, -0.031704895, 0.77163273);rightShoulderJoint:(-0.03730873, 0.94285965, 0.28074312, -0.17551914);rightElbowJoint:(-0.079857916, 0.31700677, 0.0058862926, 0.94503695);$0$
1490$B(41.583897, 3.114642, -4.950614)$0P$(41.44816, 4.0792027, -3.4252815)$270.0$0$0$1A$(31.921482, 4.0764275, -4.061317)$91.46747$0$1$2A$(7.643728, 4.0612407, -5.909767)$87.637146$0$1$3A$(14.793398, 4.065008, -10.868091)$48.306896$0$1$4A$(16.161514, 4.0768547, -4.1532865)$332.96512$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03202539, 0.82798445, -0.5594807, 0.019937947);leftElbowJoint:(0.54666555, 0.32362738, -0.031704895, 0.77163273);rightShoulderJoint:(-0.03730873, 0.94285965, 0.28074312, -0.17551914);rightElbowJoint:(-0.079857916, 0.31700677, 0.0058862926, 0.94503695);$0$
1491$B(41.583897, 3.114642, -4.950614)$0P$(41.44816, 4.0792027, -3.4252815)$270.0$0$0$1A$(31.921482, 4.0764275, -4.061317)$91.46747$0$1$2A$(7.643728, 4.0612407, -5.909767)$87.637146$0$1$3A$(14.793398, 4.065008, -10.868091)$48.306896$0$1$4A$(16.161514, 4.0768547, -4.1532865)$334.22195$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03022069, 0.8610024, -0.5076108, 0.009637859);leftElbowJoint:(0.56554717, 0.3713496, -0.032294143, 0.73567176);rightShoulderJoint:(-0.037232652, 0.94501734, 0.2714316, -0.17855212);rightElbowJoint:(-0.09869907, 0.32233292, 0.006813182, 0.9414423);$0$
1492$B(41.583897, 3.114642, -4.950614)$0P$(41.44816, 4.0786934, -3.4252815)$270.0$0$0$1A$(31.984179, 4.0767903, -4.064984)$91.46747$0$1$2A$(7.7023673, 4.0646515, -5.903485)$87.637146$0$1$3A$(14.83486, 4.067636, -10.824753)$48.306896$0$1$4A$(16.15365, 4.076945, -4.0906096)$332.96964$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03022069, 0.8610024, -0.5076108, 0.009637859);leftElbowJoint:(0.56554717, 0.3713496, -0.032294143, 0.73567176);rightShoulderJoint:(-0.037232652, 0.94501734, 0.2714316, -0.17855212);rightElbowJoint:(-0.09869907, 0.32233292, 0.006813182, 0.9414423);$0$
1493$B(41.583897, 3.1141326, -4.950614)$0P$(41.44816, 4.0786934, -3.4252815)$270.0$0$0$1A$(31.984179, 4.0767903, -4.064984)$91.46747$0$1$2A$(7.7023673, 4.0646515, -5.903485)$87.637146$0$1$3A$(14.83486, 4.067636, -10.824753)$48.306896$0$1$4A$(16.15365, 4.076945, -4.0906096)$334.21808$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03022069, 0.8610024, -0.5076108, 0.009637859);leftElbowJoint:(0.56554717, 0.3713496, -0.032294143, 0.73567176);rightShoulderJoint:(-0.037232652, 0.94501734, 0.2714316, -0.17855212);rightElbowJoint:(-0.09869907, 0.32233292, 0.006813182, 0.9414423);$0$
1494$B(41.583897, 3.1141326, -4.950614)$0P$(41.44816, 4.0787163, -3.4252815)$270.0$0$0$1A$(32.046955, 4.0770893, -4.0686493)$91.46747$0$1$2A$(7.7617207, 4.0674024, -5.8962116)$86.37921$0$1$3A$(14.880944, 4.064911, -10.77658)$48.306896$0$1$4A$(16.156101, 4.077073, -4.027543)$334.21808$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03022069, 0.8610024, -0.5076108, 0.009637859);leftElbowJoint:(0.56554717, 0.3713496, -0.032294143, 0.73567176);rightShoulderJoint:(-0.037232652, 0.94501734, 0.2714316, -0.17855212);rightElbowJoint:(-0.09869907, 0.32233292, 0.006813182, 0.9414423);$0$
1495$B(41.583897, 3.1141555, -4.950614)$0P$(41.44816, 4.0787163, -3.4252815)$270.0$0$0$1A$(32.046955, 4.0770893, -4.0686493)$91.46747$0$1$2A$(7.7617207, 4.0674024, -5.8962116)$86.37921$0$1$3A$(14.880944, 4.064911, -10.77658)$48.306896$0$1$4A$(16.156101, 4.077073, -4.027543)$332.9668$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03022069, 0.8610024, -0.5076108, 0.009637859);leftElbowJoint:(0.56554717, 0.3713496, -0.032294143, 0.73567176);rightShoulderJoint:(-0.037232652, 0.94501734, 0.2714316, -0.17855212);rightElbowJoint:(-0.09869907, 0.32233292, 0.006813182, 0.9414423);$0$
1496$B(41.583897, 3.1141555, -4.950614)$0P$(41.44816, 4.0787163, -3.4252815)$270.0$0$0$1A$(32.046955, 4.0770893, -4.0686493)$91.46747$0$1$2A$(7.7617207, 4.0674024, -5.8962116)$86.37921$0$1$3A$(14.880944, 4.064911, -10.77658)$48.306896$0$1$4A$(16.156101, 4.077073, -4.027543)$334.21796$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03022069, 0.8610024, -0.5076108, 0.009637859);leftElbowJoint:(0.56554717, 0.3713496, -0.032294143, 0.73567176);rightShoulderJoint:(-0.037232652, 0.94501734, 0.2714316, -0.17855212);rightElbowJoint:(-0.09869907, 0.32233292, 0.006813182, 0.9414423);$0$
1497$B(41.583897, 3.1141555, -4.950614)$0P$(41.44816, 4.0791535, -3.4252815)$270.0$0$0$1A$(32.10979, 4.077338, -4.0723114)$91.46747$0$1$2A$(7.827761, 4.0646772, -5.887095)$86.37921$0$1$3A$(14.922401, 4.0675464, -10.733248)$48.306896$0$1$4A$(16.112944, 4.076896, -3.9809325)$332.96814$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03022069, 0.8610024, -0.5076108, 0.009637859);leftElbowJoint:(0.56554717, 0.3713496, -0.032294143, 0.73567176);rightShoulderJoint:(-0.037232652, 0.94501734, 0.2714316, -0.17855212);rightElbowJoint:(-0.09869907, 0.32233292, 0.006813182, 0.9414423);$0$
1498$B(41.583897, 3.1145928, -4.950614)$0P$(41.44816, 4.0791535, -3.4252815)$270.0$0$0$1A$(32.10979, 4.077338, -4.0723114)$91.46747$0$1$2A$(7.827761, 4.0646772, -5.887095)$86.37921$0$1$3A$(14.922401, 4.0675464, -10.733248)$48.306896$0$1$4A$(16.112944, 4.076896, -3.9809325)$334.21945$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03022069, 0.8610024, -0.5076108, 0.009637859);leftElbowJoint:(0.56554717, 0.3713496, -0.032294143, 0.73567176);rightShoulderJoint:(-0.037232652, 0.94501734, 0.2714316, -0.17855212);rightElbowJoint:(-0.09869907, 0.32233292, 0.006813182, 0.9414423);$0$
1499$B(41.583897, 3.1145928, -4.950614)$0P$(41.44816, 4.0791535, -3.4252815)$270.0$0$0$1A$(32.10979, 4.077338, -4.0723114)$91.46747$0$1$2A$(7.827761, 4.0646772, -5.887095)$86.37921$0$1$3A$(14.922401, 4.0675464, -10.733248)$48.306896$0$1$4A$(16.112944, 4.076896, -3.9809325)$332.96606$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03022069, 0.8610024, -0.5076108, 0.009637859);leftElbowJoint:(0.56554717, 0.3713496, -0.032294143, 0.73567176);rightShoulderJoint:(-0.037232652, 0.94501734, 0.2714316, -0.17855212);rightElbowJoint:(-0.09869907, 0.32233292, 0.006813182, 0.9414423);$0$
1500$B(41.583897, 3.1145928, -4.950614)$0P$(41.44816, 4.0792027, -3.4252815)$270.0$0$0$1A$(32.172245, 4.077859, -4.0759373)$91.46747$0$1$2A$(7.886894, 4.067422, -5.8781533)$85.11924$0$1$3A$(14.968486, 4.0648212, -10.685075)$48.306896$0$1$4A$(16.097004, 4.076865, -3.9196403)$334.22604$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03022069, 0.8610024, -0.5076108, 0.009637859);leftElbowJoint:(0.56554717, 0.3713496, -0.032294143, 0.73567176);rightShoulderJoint:(-0.037232652, 0.94501734, 0.2714316, -0.17855212);rightElbowJoint:(-0.09869907, 0.32233292, 0.006813182, 0.9414423);$0$
1501$B(41.583897, 3.114642, -4.950614)$0P$(41.44816, 4.0792027, -3.4252815)$270.0$0$0$1A$(32.172245, 4.077859, -4.0759373)$91.46747$0$1$2A$(7.886894, 4.067422, -5.8781533)$85.11924$0$1$3A$(14.968486, 4.0648212, -10.685075)$48.306896$0$1$4A$(16.097004, 4.076865, -3.9196403)$332.9705$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03022069, 0.8610024, -0.5076108, 0.009637859);leftElbowJoint:(0.56554717, 0.3713496, -0.032294143, 0.73567176);rightShoulderJoint:(-0.037232652, 0.94501734, 0.2714316, -0.17855212);rightElbowJoint:(-0.09869907, 0.32233292, 0.006813182, 0.9414423);$0$
1502$B(41.583897, 3.114642, -4.950614)$0P$(41.44816, 4.0786934, -3.4252815)$270.0$0$0$1A$(32.23379, 4.079004, -4.079383)$91.46747$0$1$2A$(7.952643, 4.064697, -5.867129)$83.876114$0$1$3A$(15.009913, 4.0674872, -10.641772)$48.306896$0$1$4A$(16.074896, 4.076881, -3.86036)$331.72736$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03022069, 0.8610024, -0.5076108, 0.009637859);leftElbowJoint:(0.56554717, 0.3713496, -0.032294143, 0.73567176);rightShoulderJoint:(-0.037232652, 0.94501734, 0.2714316, -0.17855212);rightElbowJoint:(-0.09869907, 0.32233292, 0.006813182, 0.9414423);$0$
1503$B(41.583897, 3.1141326, -4.950614)$0P$(41.44816, 4.0786934, -3.4252815)$270.0$0$0$1A$(32.23379, 4.079004, -4.079383)$91.46747$0$1$2A$(7.952643, 4.064697, -5.867129)$83.876114$0$1$3A$(15.009913, 4.0674872, -10.641772)$48.306896$0$1$4A$(16.074896, 4.076881, -3.86036)$330.48004$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03022069, 0.8610024, -0.5076108, 0.009637859);leftElbowJoint:(0.56554717, 0.3713496, -0.032294143, 0.73567176);rightShoulderJoint:(-0.037232652, 0.94501734, 0.2714316, -0.17855212);rightElbowJoint:(-0.09869907, 0.32233292, 0.006813182, 0.9414423);$0$
1504$B(41.583897, 3.1141326, -4.950614)$0P$(41.44816, 4.0786934, -3.4252815)$270.0$0$0$1A$(32.23379, 4.079004, -4.079383)$91.46747$0$1$2A$(7.952643, 4.064697, -5.867129)$83.876114$0$1$3A$(15.009913, 4.0674872, -10.641772)$48.306896$0$1$4A$(16.074896, 4.076881, -3.86036)$329.229$0$1$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03022069, 0.8610024, -0.5076108, 0.009637859);leftElbowJoint:(0.56554717, 0.3713496, -0.032294143, 0.73567176);rightShoulderJoint:(-0.037232652, 0.94501734, 0.2714316, -0.17855212);rightElbowJoint:(-0.09869907, 0.32233292, 0.006813182, 0.9414423);$0$
1505$B(41.583897, 3.1141326, -4.950614)$0P$(41.44816, 4.0787163, -3.4252815)$270.0$0$0$1A$(32.300343, 4.0762787, -4.083302)$91.46747$0$1$2A$(8.011363, 4.0675044, -5.856302)$82.62424$0$1$3A$(15.055998, 4.064762, -10.593599)$48.306896$0$1$4A$(16.054049, 4.0770454, -3.8044302)$330.48087$0$0$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03022069, 0.8610024, -0.5076108, 0.009637859);leftElbowJoint:(0.56554717, 0.3713496, -0.032294143, 0.73567176);rightShoulderJoint:(-0.037232652, 0.94501734, 0.2714316, -0.17855212);rightElbowJoint:(-0.09869907, 0.32233292, 0.006813182, 0.9414423);$0$
1506$B(41.583897, 3.1141555, -4.950614)$0P$(41.44816, 4.0787163, -3.4252815)$270.0$0$0$1A$(32.300343, 4.0762787, -4.083302)$91.46747$0$1$2A$(8.011363, 4.0675044, -5.856302)$82.62424$0$1$3A$(15.055998, 4.064762, -10.593599)$48.306896$0$1$4A$(16.054049, 4.0770454, -3.8044302)$331.7316$0$0$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.03022069, 0.8610024, -0.5076108, 0.009637859);leftElbowJoint:(0.56554717, 0.3713496, -0.032294143, 0.73567176);rightShoulderJoint:(-0.037232652, 0.94501734, 0.2714316, -0.17855212);rightElbowJoint:(-0.09869907, 0.32233292, 0.006813182, 0.9414423);$0$
1507$B(41.583897, 3.1141555, -4.950614)$0P$(41.44816, 4.0787163, -3.4252815)$270.0$0$0$1A$(32.300343, 4.0762787, -4.083302)$91.46747$0$1$2A$(8.011363, 4.0675044, -5.856302)$82.62424$0$1$3A$(15.055998, 4.064762, -10.593599)$48.306896$0$1$4A$(16.054049, 4.0770454, -3.8044302)$332.9975$0$0$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.028570656, 0.9060665, -0.4214507, -0.024628125);leftElbowJoint:(0.38942447, 0.48059285, -0.019644221, 0.7854892);rightShoulderJoint:(-0.032480333, 0.9553589, 0.25739428, -0.14135934);rightElbowJoint:(0.027208783, 0.29156917, 6.605326E-4, 0.95616245);$0$
1508$B(41.583897, 3.1141555, -4.950614)$0P$(41.44816, 4.0791535, -3.4252815)$270.0$0$0$1A$(32.362823, 4.0767994, -4.0869617)$91.46747$0$1$2A$(8.070593, 4.069755, -5.8444214)$82.62424$0$1$3A$(15.097414, 4.067442, -10.550309)$48.306896$0$1$4A$(16.034264, 4.076973, -3.7513874)$334.23837$0$0$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.028570656, 0.9060665, -0.4214507, -0.024628125);leftElbowJoint:(0.38942447, 0.48059285, -0.019644221, 0.7854892);rightShoulderJoint:(-0.032480333, 0.9553589, 0.25739428, -0.14135934);rightElbowJoint:(0.027208783, 0.29156917, 6.605326E-4, 0.95616245);$0$
1509$B(41.583897, 3.1145928, -4.950614)$0P$(41.44816, 4.0791535, -3.4252815)$270.0$0$0$1A$(32.362823, 4.0767994, -4.0869617)$91.46747$0$1$2A$(8.070593, 4.069755, -5.8444214)$82.62424$0$1$3A$(15.097414, 4.067442, -10.550309)$48.306896$0$1$4A$(16.034264, 4.076973, -3.7513874)$335.49203$0$0$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.028570656, 0.9060665, -0.4214507, -0.024628125);leftElbowJoint:(0.38942447, 0.48059285, -0.019644221, 0.7854892);rightShoulderJoint:(-0.032480333, 0.9553589, 0.25739428, -0.14135934);rightElbowJoint:(0.027208783, 0.29156917, 6.605326E-4, 0.95616245);$0$
1510$B(41.583897, 3.1145928, -4.950614)$0P$(41.44816, 4.0792027, -3.4252815)$270.0$0$0$1A$(32.425606, 4.077093, -4.0906353)$91.46747$0$1$2A$(8.135752, 4.06703, -5.830322)$81.3671$0$1$3A$(15.143498, 4.064717, -10.502136)$48.306896$0$1$4A$(16.015701, 4.0770087, -3.701637)$336.74918$0$0$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.028570656, 0.9060665, -0.4214507, -0.024628125);leftElbowJoint:(0.38942447, 0.48059285, -0.019644221, 0.7854892);rightShoulderJoint:(-0.032480333, 0.9553589, 0.25739428, -0.14135934);rightElbowJoint:(0.027208783, 0.29156917, 6.605326E-4, 0.95616245);$0$
1511$B(41.583897, 3.114642, -4.950614)$0P$(41.44816, 4.0792027, -3.4252815)$270.0$0$0$1A$(32.425606, 4.077093, -4.0906353)$91.46747$0$1$2A$(8.135752, 4.06703, -5.830322)$81.3671$0$1$3A$(15.143498, 4.064717, -10.502136)$48.306896$0$1$4A$(16.015701, 4.0770087, -3.701637)$337.9938$0$0$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.028570656, 0.9060665, -0.4214507, -0.024628125);leftElbowJoint:(0.38942447, 0.48059285, -0.019644221, 0.7854892);rightShoulderJoint:(-0.032480333, 0.9553589, 0.25739428, -0.14135934);rightElbowJoint:(0.027208783, 0.29156917, 6.605326E-4, 0.95616245);$0$
1512$B(41.583897, 3.114642, -4.950614)$0P$(41.44816, 4.0792027, -3.4252815)$270.0$0$0$1A$(32.425606, 4.077093, -4.0906353)$91.46747$0$1$2A$(8.135752, 4.06703, -5.830322)$81.3671$0$1$3A$(15.143498, 4.064717, -10.502136)$48.306896$0$1$4A$(16.015701, 4.0770087, -3.701637)$339.24612$0$0$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.028570656, 0.9060665, -0.4214507, -0.024628125);leftElbowJoint:(0.38942447, 0.48059285, -0.019644221, 0.7854892);rightShoulderJoint:(-0.032480333, 0.9553589, 0.25739428, -0.14135934);rightElbowJoint:(0.027208783, 0.29156917, 6.605326E-4, 0.95616245);$0$
1513$B(41.583897, 3.114642, -4.950614)$0P$(41.44816, 4.0786934, -3.4252815)$270.0$0$0$1A$(32.48813, 4.07757, -4.0942855)$91.46747$0$1$2A$(8.194559, 4.0693235, -5.816693)$80.11434$0$1$3A$(15.184906, 4.067406, -10.458856)$48.306896$0$1$4A$(15.998324, 4.077063, -3.6550772)$340.4989$0$0$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.028570656, 0.9060665, -0.4214507, -0.024628125);leftElbowJoint:(0.38942447, 0.48059285, -0.019644221, 0.7854892);rightShoulderJoint:(-0.032480333, 0.9553589, 0.25739428, -0.14135934);rightElbowJoint:(0.027208783, 0.29156917, 6.605326E-4, 0.95616245);$0$
1514$B(41.583897, 3.1141326, -4.950614)$0P$(41.44816, 4.0786934, -3.4252815)$270.0$0$0$1A$(32.48813, 4.07757, -4.0942855)$91.46747$0$1$2A$(8.194559, 4.0693235, -5.816693)$80.11434$0$1$3A$(15.184906, 4.067406, -10.458856)$48.306896$0$1$4A$(15.998324, 4.077063, -3.6550772)$341.75528$0$0$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.028570656, 0.9060665, -0.4214507, -0.024628125);leftElbowJoint:(0.38942447, 0.48059285, -0.019644221, 0.7854892);rightShoulderJoint:(-0.032480333, 0.9553589, 0.25739428, -0.14135934);rightElbowJoint:(0.027208783, 0.29156917, 6.605326E-4, 0.95616245);$0$
1515$B(41.583897, 3.1141326, -4.950614)$0P$(41.44816, 4.0786934, -3.4252815)$270.0$0$0$1A$(32.48813, 4.07757, -4.0942855)$91.46747$0$1$2A$(8.194559, 4.0693235, -5.816693)$80.11434$0$1$3A$(15.184906, 4.067406, -10.458856)$48.306896$0$1$4A$(15.998324, 4.077063, -3.6550772)$343.00903$0$0$5N$(22.935268, 4.077923, -6.5554447)$0.0$leftShoulderJoint:(0.028570656, 0.9060665, -0.4214507, -0.024628125);leftElbowJoint:(0.38942447, 0.48059285, -0.019644221, 0.7854892);rightShoulderJoint:(-0.032480333, 0.9553589, 0.25739428, -0.14135934);rightElbowJoint:(0.027208783, 0.29156917, 6.605326E-4, 0.95616245);$0$
